"filename", "language", "XML", "Batch", "Markdown", "Java", "Java Properties", "comment", "blank", "total"
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\original\Rectangle.class", "Java", 0, 0, 0, 17, 0, 0, 0, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\original\Shape.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\Circle.class", "Java", 0, 0, 0, 21, 0, 0, 0, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\ComplexShape.class", "Java", 0, 0, 0, 20, 0, 0, 0, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\Line.class", "Java", 0, 0, 0, 21, 0, 4, 0, 25
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\Rectangle.class", "Java", 0, 0, 0, 22, 0, 0, 0, 22
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\Shape.class", "Java", 0, 0, 0, 16, 0, 0, 0, 16
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run1\ShapeExample.class", "Java", 0, 0, 0, 24, 0, 0, 0, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\Circle.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\CloneableShape.class", "Java", 0, 0, 0, 3, 0, 0, 0, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\ComplexShape.class", "Java", 0, 0, 0, 24, 0, 0, 0, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\Line.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\Rectangle.class", "Java", 0, 0, 0, 20, 0, 0, 0, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\Shape.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\classes\run2\ShapeDemo.class", "Java", 0, 0, 0, 26, 0, 0, 0, 26
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e1\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 2, 0, 1, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\runs\run1.md", "Markdown", 0, 0, 226, 0, 0, 0, 83, 309
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\runs\run2.md", "Markdown", 0, 0, 230, 0, 0, 0, 76, 306
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\original\PineTree.java", "Java", 0, 0, 0, 9, 0, 0, 6, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\original\PlasticTree.java", "Java", 0, 0, 0, 9, 0, 0, 5, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\original\Tree.java", "Java", 0, 0, 0, 42, 0, 0, 9, 51
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run1\PineTree.java", "Java", 0, 0, 0, 14, 0, 0, 4, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run1\PlasticTree.java", "Java", 0, 0, 0, 14, 0, 0, 5, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run1\Tree.java", "Java", 0, 0, 0, 28, 0, 1, 7, 36
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run1\TreeExample.java", "Java", 0, 0, 0, 15, 0, 6, 9, 30
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run2\Main.java", "Java", 0, 0, 0, 12, 0, 4, 5, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run2\PineTree.java", "Java", 0, 0, 0, 14, 0, 0, 3, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run2\PlasticTree.java", "Java", 0, 0, 0, 14, 0, 0, 4, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\src\main\java\run2\Tree.java", "Java", 0, 0, 0, 28, 0, 1, 6, 35
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\original\PineTree.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\original\PlasticTree.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\original\Tree.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run1\PineTree.class", "Java", 0, 0, 0, 20, 0, 0, 0, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run1\PlasticTree.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run1\Tree.class", "Java", 0, 0, 0, 16, 0, 0, 0, 16
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run1\TreeExample.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run2\Main.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run2\PineTree.class", "Java", 0, 0, 0, 20, 0, 0, 0, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run2\PlasticTree.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\classes\run2\Tree.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\creational\prototype\prototype-e2\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\pom.xml", "XML", 38, 0, 0, 0, 0, 0, 5, 43
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 1, 0, 1, 2
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\runs\run1.md", "Markdown", 0, 0, 284, 0, 0, 0, 101, 385
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\runs\run2.md", "Markdown", 0, 0, 274, 0, 0, 0, 93, 367
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Circle.java", "Java", 0, 0, 0, 19, 0, 0, 6, 25
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Drawing.java", "Java", 0, 0, 0, 29, 0, 0, 8, 37
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\GeometricShape.java", "Java", 0, 0, 0, 6, 0, 0, 1, 7
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Main.java", "Java", 0, 0, 0, 15, 0, 0, 6, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Rectangle.java", "Java", 0, 0, 0, 19, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Rhombus.java", "Java", 0, 0, 0, 25, 0, 1, 7, 33
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Shape.java", "Java", 0, 0, 0, 7, 0, 0, 1, 8
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\original\Triangle.java", "Java", 0, 0, 0, 27, 0, 5, 7, 39
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\run1\GeometricShapeAdapter.java", "Java", 0, 0, 0, 25, 0, 3, 7, 35
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\run1\Main.java", "Java", 0, 0, 0, 22, 0, 2, 6, 30
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\run2\GeometricShapeAdapter.java", "Java", 0, 0, 0, 25, 0, 3, 7, 35
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\src\main\java\run2\Main.java", "Java", 0, 0, 0, 22, 0, 2, 6, 30
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Circle.class", "Java", 0, 0, 0, 13, 0, 0, 0, 13
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Drawing.class", "Java", 0, 0, 0, 23, 0, 0, 0, 23
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\GeometricShape.class", "Java", 0, 0, 0, 3, 0, 0, 0, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Main.class", "Java", 0, 0, 0, 12, 0, 0, 1, 13
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Rectangle.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Rhombus.class", "Java", 0, 0, 0, 20, 0, 0, 0, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Shape.class", "Java", 0, 0, 0, 4, 0, 0, 1, 5
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\original\Triangle.class", "Java", 0, 0, 0, 24, 0, 0, 0, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\run1\GeometricShapeAdapter.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\run1\Main.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\run2\GeometricShapeAdapter.class", "Java", 0, 0, 0, 18, 0, 0, 1, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\classes\run2\Main.class", "Java", 0, 0, 0, 11, 0, 0, 1, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e1\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 1, 0, 1, 2
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\runs\run1\run1.md", "Markdown", 0, 0, 235, 0, 0, 0, 71, 306
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\runs\run1\run2.md", "Markdown", 0, 0, 125, 0, 0, 0, 38, 163
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\original\Demo.java", "Java", 0, 0, 0, 18, 0, 1, 3, 22
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\original\RoundHole.java", "Java", 0, 0, 0, 15, 0, 0, 3, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\original\RoundPeg.java", "Java", 0, 0, 0, 10, 0, 0, 4, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\original\SquarePeg.java", "Java", 0, 0, 0, 14, 0, 0, 4, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\Demo.java", "Java", 0, 0, 0, 20, 0, 1, 5, 26
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\Peg.java", "Java", 0, 0, 0, 4, 0, 0, 3, 7
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\RoundHole.java", "Java", 0, 0, 0, 16, 0, 0, 5, 21
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\RoundPeg.java", "Java", 0, 0, 0, 17, 0, 0, 5, 22
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\SquarePeg.java", "Java", 0, 0, 0, 13, 0, 0, 4, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\src\main\java\run1\SquarePegAdapter.java", "Java", 0, 0, 0, 11, 0, 1, 4, 16
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\original\Demo.class", "Java", 0, 0, 0, 11, 0, 0, 1, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\original\RoundHole.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\original\RoundPeg.class", "Java", 0, 0, 0, 18, 0, 0, 1, 19
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\original\SquarePeg.class", "Java", 0, 0, 0, 16, 0, 0, 1, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\Demo.class", "Java", 0, 0, 0, 18, 0, 0, 0, 18
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\Peg.class", "Java", 0, 0, 0, 2, 0, 0, 0, 2
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\RoundHole.class", "Java", 0, 0, 0, 15, 0, 0, 0, 15
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\RoundPeg.class", "Java", 0, 0, 0, 14, 0, 0, 0, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\SquarePeg.class", "Java", 0, 0, 0, 12, 0, 0, 0, 12
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\classes\run1\SquarePegAdapter.class", "Java", 0, 0, 0, 11, 0, 0, 0, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\adapter\adapter-e2\target\maven-archiver\pom.properties", "Java Properties", 0, 0, 0, 0, 3, 2, 1, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 31, 11, 118
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\.mvn\wrapper\maven-wrapper.properties", "Java Properties", 0, 0, 0, 0, 2, 0, 1, 3
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\mvnw.cmd", "Batch", 0, 68, 0, 0, 0, 45, 32, 145
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\pom.xml", "XML", 19, 0, 0, 0, 0, 0, 5, 24
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\runs\run1.md", "Markdown", 0, 0, 96, 0, 0, 0, 38, 134
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\runs\run2.md", "Markdown", 0, 0, 85, 0, 0, 0, 36, 121
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\original\BubbleLights.java", "Java", 0, 0, 0, 9, 0, 0, 4, 13
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\original\ChristmasTree.java", "Java", 0, 0, 0, 9, 0, 0, 4, 13
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\original\Ornament.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\BubbleLights.java", "Java", 0, 0, 0, 13, 0, 0, 4, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\ChristmasTree.java", "Java", 0, 0, 0, 7, 0, 0, 2, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\DecoratorDemo.java", "Java", 0, 0, 0, 9, 0, 0, 2, 11
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\Ornament.java", "Java", 0, 0, 0, 4, 0, 0, 2, 6
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\Tinsel.java", "Java", 0, 0, 0, 13, 0, 0, 4, 17
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run1\TreeDecorator.java", "Java", 0, 0, 0, 10, 0, 0, 4, 14
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run2\DecoratorDemo.java", "Java", 0, 0, 0, 12, 0, 0, 4, 16
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run2\GarlandDecorator.java", "Java", 0, 0, 0, 14, 0, 0, 6, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run2\OrnamentDecorator.java", "Java", 0, 0, 0, 11, 0, 1, 4, 16
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\src\main\java\run2\TinselDecorator.java", "Java", 0, 0, 0, 14, 0, 0, 6, 20
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\target\classes\original\BubbleLights.class", "Java", 0, 0, 0, 9, 0, 0, 0, 9
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\target\classes\original\ChristmasTree.class", "Java", 0, 0, 0, 7, 0, 0, 0, 7
"c:\workspace\research\papers\2024\JISBD2024-JAParejo\llms-design-patterns-evaluation\oodp-scenarios\structural\decorator\decorator-e1\target\classes\original\Ornament.class", "Java", 0, 0, 0, 3, 0, 0, 0, 3
